,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7621,7621,30334384,20241221052002,6-bed room/shared bathroom nr.15,"with 12-man communal bathroom, WIFI, bed linen, and storage<br />Breakfast buffet is available for € 7.00 including juices, coffee and tea.<br />The reception is open 24 hours.<br />""Late Check Out"" is possible after prior agreement!<br />Padlock: 5,00 € deposit<br />Keycard: 2,00 € deposit",8250486,Singer Hostel Berlin,f,27.0,49.0,t,t,52.51704,13.42458,Shared room in hostel,Shared room,6,1.0,1.0,6.0,$64.00,14,1,3,14,14,1.0,14.0,,t,30,60,90,90,33,0,0,4.7,4.73,4.7,4.79,4.7,4.42,4.52,"Legal entity name and Legal form: Odysseehostel GmbH &amp; Co KG <br/>Legal representatives or Trade register number: Susan Jurisch <br/> Entity address: Singerstr. 109, 10179, Berlin, Deutschland <br/>Listing address: Singerstr. 109, 10179, Berlin, Deutschland",f,27,0,11,16,0.45
7623,7623,3717559,20241221052002,Charming Sunny Rooftop Loft Cocoon Mitte + 2 bikes,"Charming sunny and quiet roof terrasse flat furnished for rent right at the heart of charming Bohemian lifestyle district in Berlin Mitte right next to Mauerpark, the Berlin Wall Museum, Kastanienallee, and Rosenthalerplatz.<br /><br />It comes with 2 bikes at your disposal for free so you will save some money while enjoying the flat city of Berlin perfectly made for bikes<br /><br />Please note that there is no cleaning fee over Airbnb as all guests must pay the 25€ cash to the cleaning lady before departing.",18980209,Olivier,t,1.0,2.0,t,t,52.53579,13.39592,Entire loft,Entire home/apt,6,1.0,1.0,2.0,$151.00,365,1,2,1125,1125,1.1,1125.0,,t,17,47,77,264,184,9,0,4.45,4.54,4.36,4.74,4.7,4.81,4.45,01/Z/ZA/006871-17,f,1,1,0,0,1.47
7633,7633,1264383954551134984,20241221052002,Event Space in Friedrichshain,"Located in Friedrichshain, our space offers a cozy, versatile environment perfect for events. <br />With Italian-style decor, wooden furniture, smart lighting, and customizable setups, it's ideal for corporate or private gatherings<br />Capacity:  up to 138 people (floors & mezzanine)<br />Catering and AV equipment available<br />We tailor solutions for events like workshops, group dinners, parties and weddings.<br />Visits are welcome before booking. <br />**Pricing varies by day and time, with lower rates during the week**",29669233,Fabrizio,f,3.0,4.0,t,t,52.51016709111656,13.455859401912496,Entire home,Entire home/apt,16,1.0,1.0,1.0,"$1,474.00",365,1,1,365,365,1.0,365.0,,t,30,60,90,365,0,0,0,,,,,,,,"Legal entity name and Legal form: Partenope 081 GbR <br/>Legal representatives or Trade register number: 14-461-00518 <br/> Entity address: Simon-Dach-Straße 39, 10245, Berlin, Alemanha <br/>Listing address: Simon-Dach-Straße 39, 10245, Berlin, Alemanha",f,2,2,0,0,
7666,7666,678286014721421826,20241221052002,Townhouse with private garden for family,"This is a single family home with an absolutely private atmosphere. The house is up to date and modernly equipped (built in 2019) as well as CO2-NEUTRAL through photovoltaic system and heat pump. Here, the benefits of proximity to urban life combine with the tranquility of a secluded country estate. Spend your time undisturbed. Feel free to your liking at any time in the urban adventure of Berlin. Cribs are available for families. Also extra beds are provided.",47634500,Ole,f,1.0,2.0,t,t,52.58497,13.35941,Entire villa,Entire home/apt,5,2.0,3.0,3.0,$250.00,365,5,5,365,365,5.0,365.0,,t,0,8,8,8,3,1,0,5.0,5.0,4.67,5.0,5.0,4.67,5.0,03/Z/RA/007235-22,f,1,1,0,0,0.1
7667,7667,907856925802223580,20241221052002,Haushälfte mit Garten & Whirlpool und Grill,"Experience pure relaxation in our house half: king-size bed, hot tub in the garden, smart TV with Netflix & YouTube, and a cozy fireplace. You will find the perfect mix of luxury and coziness here! 🏡🛌🔥📺 # Pure relaxation!<br /><br />From 9/1/24 also with sauna.",518442451,Daniela,f,1.0,2.0,f,t,52.39847,13.54598,Entire townhouse,Entire home/apt,6,1.0,1.0,1.0,$157.00,365,1,1,365,365,1.0,365.0,,t,30,60,90,365,4,1,0,5.0,5.0,5.0,5.0,5.0,4.75,4.75,"First name and Last name: Daniela Rhodes <br/> Contact address: Grünbergallee 282, 12526 Berlin, Berlin, Deutschland <br/>Listing address: Grünbergallee 282, 12526 , Berlin, Deutschland ",f,1,1,0,0,0.22
7668,7668,22242698,20241221052002,Tolles DG  zentral und ruhig in Berlin Pankow,"Great apartment on the  upper floor of a remise in Berlin-Weißensee on the border to Prenzlauer Berg. 2 bedrooms with 2 single beds each and an open kitchen,  living area. <br />There are supermarkets, restaurants and doctors in the nearby area. Within walking distance is a small park with playgrounds as well as a swimming lake with a beach.<br />Free parking on the street.<br />Good transport connections by tram just under 15 minutes to Alexanderplatz.<br />5% city tax to be paid on arrival<br />Pets on request",140739823,Ruth,f,8.0,8.0,t,t,52.54992,13.45924,Entire guesthouse,Entire home/apt,6,1.0,2.0,4.0,$213.00,1124,3,3,1125,1125,3.0,1125.0,,t,19,33,53,233,69,7,0,4.62,4.72,4.77,4.88,4.84,4.65,4.36,03/Z/RA/003613-18,t,8,8,0,0,0.81
7669,7669,1039788698093936651,20241221052002,Modern Two Bedroom Apartment in Berlin Schöneberg,"Enjoy freedom and flexibility. Homaris apartments offer you a home in a foreign city. Be independent, because we have already prepared everything for you.<br />Whether it's a city trip with friends or a business trip, alone or with your team - we offer accommodations in different sizes in different cities. <br />Our apartments impress with modern design, a central location and amenities that leave nothing to be desired. Each apartment at Homaris tells its own story - is individual. Just like you!",241278252,Flo,f,3.0,3.0,t,t,52.48509,13.35767,Entire rental unit,Entire home/apt,8,1.0,2.0,4.0,$114.00,45,1,3,45,45,2.6,45.0,,t,19,39,67,338,46,46,2,4.39,4.43,4.09,4.67,4.65,4.59,4.35,"Legal entity name and Legal form: Homaris One GmbH <br/>Legal representatives or Trade register number: HRB202031BD5 <br/> Entity address: Brunnenstr. 4, 10119, Berlin, Germany <br/>Listing address: Feurigstraße 61, 10827, Berlin, Germany",t,3,3,0,0,3.91
7671,7671,38450542,20241221052002,3 Bedroom & 90qm Apartment in Charlottenburg,"BENSIMON apartments Berlin Charlottenburg: <br /><br />In the heart of Berlin you will find this modern designed apartment (90sqm) with the flair of a gallery. The apartment has three separate bedrooms. The airport BER and the Central Station are easy to reach, easy accessible from all parts of Berlin. In the neighbourhood of the apartment you will find beautiful restaurants, unique bars and a variety of shopping opportunities.<br /><br />The check in is done online and contactless.",3003519,Simon,t,31.0,33.0,t,t,52.51545,13.30404,Entire rental unit,Entire home/apt,9,1.0,3.0,5.0,$281.00,1125,1,2,1125,1125,1.9,1125.0,,t,5,31,53,294,254,56,6,4.91,4.92,4.91,4.95,4.96,4.84,4.75,"Legal entity name and Legal form: BENSIMON apartments GmbH <br/>Legal representatives or Trade register number: HRB 193352 B <br/> Entity address: Sickingenstrasse 4, 10553, Berlin, Deutschland <br/>Listing address: Haubachstrasse 17-19, 10585, Berlin, Deutschland",t,31,31,0,0,3.95
7675,7675,1029625442315831348,20241221052002,Kaspa Living #3 Schiller-Apartment Neukölln,"With 80 square meters, the property offers enough space for comfort. The unique design gives the accommodation a special atmosphere. Public transport is located in the immediate vicinity. Also, you have a variety of restaurants and bars in the surroundings, which certainly ensures varied leisure activities. The apartment is equipped with everything needed for everyday life and is suitable for both larger groups and solo travelers.",357412761,Erkin,f,4.0,9.0,t,t,52.481817357169646,13.42474151457825,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,$131.00,365,1,1,1125,1125,1.0,1125.0,,t,5,22,52,318,16,16,1,4.56,4.56,4.63,4.56,4.88,4.5,4.25,"Legal entity name and Legal form: Kaspa Living ug (haftungsbeschränkt) <br/>Legal representatives or Trade register number: HRB230817B <br/> Entity address: Kantstr 154a, 10623, Berlin, Deutschland <br/>Listing address: Biebricher Straße 14, 12053, Berlin, Deutschland",t,4,4,0,0,1.8
7694,7694,1306641529785388091,20241221052002,220qm Wohnung Dachgeschoss 4 Zimmer Dachterrasse,220sqm penthouse-style apartment in Berlin Prenzlauer Berg with rooftop terrace exclusive view over the rooftops of Berlin with TV tower!<br /><br />4 bedrooms<br />Living room with projector + screen <br />2 baths<br />3 balconies and 1 large rooftop terrace with great breathtaking views<br /><br />A fully-equipped kitchen.,484081843,Isabelle,f,2.0,2.0,t,t,52.5463383747635,13.414152880447954,Entire rental unit,Entire home/apt,7,2.0,3.0,2.0,$309.00,309,2,2,309,309,2.0,309.0,,t,30,60,61,61,0,0,0,,,,,,,,03/Z/AZ/007724-22,f,2,2,0,0,
7698,7698,1033763391075156737,20241221052002,Spacious | Modern | S-Bahn Nearby I Café,"Discover your cozy retreat in the vibrant Prenzlauer Berg! Our spacious holiday apartment and inviting living area offer plenty of room for social evenings while also serving as a place of relaxation. Treat yourself to the nearby charming cafés, like ""Kiez Kaffee Kraft,"" and a well-stocked supermarket, all within walking distance. Here, you can enjoy the perfect balance of tranquility and the lively atmosphere of the neighborhood.",230153012,Max,,13.0,15.0,t,t,52.552172287999895,13.398528745995776,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,$197.00,365,1,5,365,365,3.4,365.0,,t,8,23,49,266,18,17,0,4.83,4.72,4.61,4.94,4.83,4.67,4.67,"Legal entity name and Legal form: Homely 24 GmbH <br/>Legal representatives or Trade register number: HRB 262106 B <br/> Entity address: Friedrichstr. 125, 10117, Berlin, Berlin <br/>Listing address: Norwegerstr. 6, 10439, Berlin, Berlin",t,2,2,0,0,1.46
7713,7713,549561571651181028,20241221052002,Family apartment Prenzlauer Berg,"In The middle of Prenzlauer Berg in an award-winning building. the Apt is perfect for families including grandparents. Is close to many cafés, parks and tourist attractions while being 10 minutes away from Alexanderplatz and Berlin Mitte with walking distance of the Sbahn ring,  M2, M4 and M10 trams. This spacious 160 m2 apartment has 4 bedrooms including 2 kids bedrooms 2 full bathrooms a spacious living room with another sofa bed. It has a terrace with a Jacuzzi and a table do dine outside.",15710695,Dina,f,1.0,2.0,t,t,52.53614,13.42837,Entire rental unit,Entire home/apt,9,2.0,3.0,10.0,$336.00,30,1,4,30,30,4.0,30.0,,t,5,13,13,65,14,4,0,4.71,4.64,4.5,4.86,4.64,4.86,4.57,03/Z/RA/007078-22,f,1,1,0,0,0.48
7723,7723,1246375466752289965,20241221052002,"3-Zimmer-Wohnung in Berlin Mitte, Jannowitzbrücke","The newly renovated and newly furnished apartment is located in the Mitte district, directly on the Spree and is ideal for 4 people, but offers enough space for 6 guests with the sofa bed. From the apartment you have a magnificent view towards Alexanderplatz, which can be reached on foot in about 6 minutes. You live here quietly and yet in the vibrant heart of the metropolis of Berlin with a great transport connection in all directions. ""Jannowitzbrücke"" metro station is only 65 m away.",527777783,Joerg,f,1.0,1.0,t,t,52.51676926955039,13.41915101534425,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,$161.00,45,1,1,45,45,1.0,45.0,,t,7,19,23,160,23,23,7,4.96,4.83,4.87,4.91,4.96,4.87,4.83,01/Z/RA/016816-24,t,1,1,0,0,7.75
7734,7734,11483775,20241221052002,Airbnb Berlin Penthouse + Roof Terrace + Parking!,"Modern 3 bedroom, 2 bathroom penthouse in the city centre with everything you would need for a comfortable stay.  Free parking, Fast wifi, cable TV, arcarde machine (for the kids), elevator and a gorgeous roof terrace overlooking the city!  ** Legally registered holiday apartment in Berlin **",161221,Marcus,t,7.0,8.0,t,t,52.53087,13.38241,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,$340.00,46,3,3,1125,1125,3.0,1125.0,,t,16,38,61,333,289,57,5,4.94,4.95,4.96,4.89,4.96,4.93,4.75,01/Z/NA/005221-16,f,7,7,0,0,2.73
7739,7739,14865350,20241221052002,Workshop Apartment,Maisonette Loft in historical old Forge building in a quite courtyard environment,93113247,Stephan,t,5.0,5.0,t,t,52.5326,13.35215,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,$138.00,1125,2,3,30,30,3.0,30.0,,t,5,11,23,241,251,71,5,4.95,4.93,4.92,4.93,4.91,4.61,4.8,"Legal entity name and Legal form: Berlinlofts UG haftungsbeschränkt  <br/>Legal representatives or Trade register number: HRB119127 <br/> Entity address: Stephanstraße 60, 10559, Berlin, Deutschland  <br/>Listing address: Perleberger Straße 16, 10559, Berlin, Deutschland ",f,5,5,0,0,2.75
7740,7740,587505583431754473,20241221052002,Gitschiner Apartment,"Gitschschiner Apartment (3rd floor - 3 rooms) - Nice and cozy, original design in Berlin Mitte, 5 people maximum, 80 m², large living room, 2 large bedrooms, separate kitchen, full bathroom with bathtub, balcony, elevator, internet , Location Berlin-Kreuzberg, on the border to Mitte.",450599385,Levan,f,1.0,1.0,f,t,52.49978,13.40999,Entire vacation home,Entire home/apt,5,1.0,2.0,3.0,$117.00,365,2,3,365,365,3.0,365.0,,t,9,9,9,9,14,4,1,4.14,4.29,4.0,4.57,4.36,4.07,3.79,02/Z/ZE/003839-16,f,1,1,0,0,0.7
7743,7743,937599705398085803,20241221052002,150qm ganzes Haus mit Parkplatz&Garten am Tierpark,"Discover a stylish 150 m² house in Berlin, ideal for families or groups. The modern furnished house can accommodate up to 8 people and has a private garden and parking. Located in the immediate vicinity of the zoo, you can enjoy both the quiet surroundings and the proximity to the Berlin sights. The fully equipped kitchen and cozy living areas ensure a comfortable stay.<br /><br />.",526268256,Andre,f,1.0,1.0,t,t,52.51008186758267,13.529284158945622,Entire townhouse,Entire home/apt,8,1.5,4.0,5.0,$190.00,1125,2,2,1125,1125,2.0,1125.0,,t,16,40,66,217,5,4,0,4.6,4.6,4.4,5.0,5.0,4.0,4.4,11/Z/AZ/002836-23,f,1,1,0,0,0.36
7755,7755,3613880,20241221052002,Familienwohnung in Prenzlauer Berg,"We rent our 105 sqm, 4-room old building apartment in the beautiful and family-friendly Berlin Prenzlauer Berg. 1 living room, 1 dining room, 1 small bedroom, 1 children's room,  1 small bathroom. Minimum rental period: 3 days.",18209068,Eva,f,1.0,1.0,t,t,52.53445,13.42976,Entire rental unit,Entire home/apt,5,,2.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,8,0,0,4.75,4.88,4.75,4.63,4.63,5.0,4.5,,f,1,1,0,0,0.06
7774,7774,52588641,20241221052002,Schöner Altbau nahe Messe Beautiful historic apt,Touristic or business – this exquisite 120 sqm apartment is close to the exhibition area (walking distance) and to the centre of West Berlin (Kurfürstendamm). The apartment is located in a quiet side street parallel to Kaiserdamm. It has excellent light and offers a view into the green to both sides. Extensive remodelling in 2020 and furnishing in a classical style in keeping with the period in which the house was built (around 1900). The high ceilings create an elegant and relaxed atmosphere.,411731585,Jan,t,1.0,2.0,t,t,52.51182553290767,13.278194280441603,Entire condo,Entire home/apt,5,2.0,2.0,4.0,$219.00,28,2,2,28,28,2.0,28.0,,t,17,38,64,335,87,23,0,4.94,4.94,4.95,4.97,4.99,4.87,4.8,"First name and Last name: Jan Hilpert <br/> Contact address: Ragniter Allee 3, 14055, Berlin, Deutschland <br/>Listing address: Fredericiastrasse 10c, 14050, Berlin, Deutschland",f,1,1,0,0,2.24
7785,7785,9278672,20241221052002,"Beautiful, bright flat in old Villa","The flat is centrally located near S Halensee (Ringbahn) and still very quiet and green. The Grunewald, the main recreational forest in Berlin, is 15 minutes away by foot. The flat is part of an old villa, the other flats are occupied by friends and family. There are three rooms and one large kitchen/livingroom combination (see pictures). It has been recently renovated. All equipment for kids is available. 20 minutes to Berlin-Mitte, 10 Minutes to Zoo, 10 Minutes with Taxi to Airport Tegel.",32928035,Julian,f,3.0,5.0,t,t,52.49331,13.28788,Entire condo,Entire home/apt,6,,3.0,,,1125,6,6,1125,1125,6.0,1125.0,,t,0,0,0,0,18,1,0,4.72,4.72,4.33,4.89,4.89,4.72,4.67,04/Z/AZ/008512-19,f,3,2,1,0,0.18
7788,7788,13706958,20241221052002,stylish comfortable Berlin City Flat Family.,"This great, large apartment on the ground floor is right on the Sbhf Schöneberg. 15 minutes near Kudamm/City /West Centre. Three minutes to the S-Bahn (Ringbahn and S1) as well as numerous bus connections. It is characterized by a lot of space, a kitchen-living room and  a classic Berlin old building flair. The apartment has high ceilings and three bunk beds. Right in the beautiful neighborhood there are 3 beautiful cafes: the Enrico, Osbili and Cafe time. 3 good restaurants: the Sahara, the Viet Kitchen and a pasta bar.",77514719,Sabriye,f,1.0,1.0,t,f,52.48132,13.34834,Entire rental unit,Entire home/apt,6,,3.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,13,0,0,4.77,4.85,4.92,4.77,4.85,4.85,4.54,,t,1,1,0,0,0.13
7799,7799,6728004,20241221052002,wunderschönes Apartment im Herzen Berlins,"Rent a beautiful 3 room apartment in the heart of Berlin. The apartment has three double bedrooms, one of which is a children's room. A fully equipped kitchen is at your disposal as well as a modern bathroom with shower.",35232007,Juditha,f,1.0,3.0,t,t,52.505909649525854,13.468175008537152,Entire rental unit,Entire home/apt,6,,2.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,1,1,0,0,
7807,7807,1148536471118370431,20241221052002,Berlin-Kreuzberg Madness,"Welcome to our stylish apartment in lively Berlin Kreuzberg, in the sought-after Bergmann neighborhood! This charming home features a spacious living room with a cozy sofa bed as well as two welcoming bedrooms that make for restful nights. Experience the exciting Berlin city life and enjoy your stay in our welcoming apartment in the heart of Kreuzberg!",180752402,Nur,f,2.0,2.0,t,t,52.4909589,13.3926881,Entire rental unit,Entire home/apt,6,2.0,2.0,1.0,$290.00,365,2,2,365,365,2.0,365.0,,t,17,36,59,218,18,18,1,4.83,4.78,4.83,4.94,4.94,4.89,4.61,"First name and Last name: Nur Koc <br/> Contact address: Elsa-Wagner-Str. 6, 13599, Berlin, Deutschland <br/>Listing address: Solmsstr. 37, 10961, Berlin, Deutschland",t,2,2,0,0,2.41
7812,7812,16250536,20241221052002,Loft Apartment (85sqm) with 2 Bedrooms & Balcony,"BENSIMON apartments Berlin Mitte (Moabit):<br /><br />In the heart of Berlin you will find this modern furnished 2 - bedroom apartment (85sqm). Located in Berlin-Moabit which is a district of Berlin-Mitte, the city-west as well as the center of Berlin is easily accessible. The apartment can accommodate up to 10 people. It has 2 separate bedrooms. <br /><br />The check in is done online and contactless.",3003519,Simon,t,31.0,33.0,t,t,52.533,13.32688,Entire serviced apartment,Entire home/apt,10,1.0,2.0,3.0,$268.00,1125,1,2,1125,1125,1.8,1125.0,,t,11,31,57,295,301,19,4,4.89,4.91,4.91,4.89,4.92,4.49,4.77,"Legal entity name and Legal form: BENSIMON apartments GmbH <br/>Legal representatives or Trade register number: HRB 193352 B <br/> Entity address: Sickingenstraße 4, 10553, Berlin, Deutschland <br/>Listing address: Sickingenstraße 4, 10553, Berlin, Deutschland",t,31,31,0,0,3.08
7815,7815,979054720686998493,20241221052002,3 bedroom apartment in Berlin Kreuzberg,"This listing is only for long-term rentals with a notice period of 3 months. Ein unbefristeter Wohnraummietvertrag wird abgeschlossen.<br /><br />LOCATION:<br />The apartment is located in a very beautiful building in the middle of the hip Berlin district Kreuzberg close to Berlin Mitte! The underground station Schönleinstraße can be reached by foot within few minutes. It is the hotspot for charming cafes, bars and restaurants that serve specialities from all over the world.",529388435,Gabi,f,96.0,102.0,t,t,52.46878288902863,13.427810520158747,Entire rental unit,Entire home/apt,6,,3.0,,,90,30,30,90,90,30.0,90.0,,t,29,59,89,269,0,0,0,,,,,,,,"Legal entity name and Legal form: ZHI <br/>Legal representatives or Trade register number: HRB <br/> Entity address: Gipsstraße, 10119, Berlin, Germany <br/>Listing address: Hermannstraße, 12051, Berlin, Germany",f,71,12,59,0,
7818,7818,1149957108705005675,20241221052002,Super zentral,"From this centrally located home, you'll be in all the important places in no time. <br />And also a large, green, quiet yard with ping pong table and beautiful views of trees makes the stay complete. <br /><br />From this centrally located accommodation, you can get to all the important places in no time. <br />And a large, green, quiet courtyard with a table tennis table and a beautiful view of the trees makes your stay complete.",6420472,Gerit Bella,t,2.0,2.0,t,t,52.52907,13.39071,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,$245.00,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,0,0,0,,,,,,,,01/Z/AZ/013116-21,f,2,1,1,0,
7835,7835,606926,20241221052002,My home in Berlin might be yours !,"!!! COVID PRECAUTIONS: the apartment is cleaned after each visit according to the process recommended by Airbnb and the medical authorities !!!<br /><br />Hello, I am Yves, french guy living in Paris and Berlin and I rent my berliner flat when I'm not there : located in the heart of Friedrichshain, the apartment is quiet, bright, central, ideally connected to the most central areas of town.<br />It will be all yours when I am away from Germany. I hope you’ll love it as much as I do.",3006939,Yves,t,1.0,1.0,t,t,52.52302,13.45452,Entire rental unit,Entire home/apt,6,,3.0,,,30,4,4,30,30,4.0,30.0,,t,2,2,2,2,108,11,0,4.71,4.79,4.62,4.92,4.86,4.58,4.56,02/Z/RA/008080-18,f,1,1,0,0,0.72
7842,7842,2237527,20241221052002,Fantastic apartment with 5 bedrooms,"Wonderful 160 sqm apartment for up to 11 people in Pankow / Prenzlauer Berg!<br /><br />This luxury apartment, designed in a vintage style, has five spacious bedrooms and two beautiful bathrooms, one with bath, one with shower. <br /><br />Needs no registration number!!!",8514732,Ulla,t,1.0,1.0,t,t,52.55385,13.41736,Entire rental unit,Entire home/apt,11,2.0,5.0,8.0,$247.00,30,3,4,30,30,3.3,30.0,,t,7,22,30,184,291,33,3,4.88,4.91,4.94,4.91,4.93,4.62,4.71,"First name and Last name: Ursula Gerresheim <br/> Contact address: Wolliner Straße 62, 10435, Berlin, Berlin <br/>Listing address: Thulestraße 20-22, 13189, Berlin, Berlin",f,1,1,0,0,2.22
7845,7845,21376500,20241221052002,2 Bedroom 90m2 Prenzlauerberg Home,"The Old Bakery - 2 Bedroom 90sqm Loft newly refurbished in classic Berlin alt bau building with high ceilings and original tiled floor in living room. Wonderful Prenzlauerberg location 5 mins from S and U-bahn.<br /><br />Great converted bakery conveniently located in Prenzlauerberg. <br /><br />Ground floor loft with 90sqm of space that has recently been refurbished.<br /><br />There is a open plan kitchen with breakfast bar. <br /><br />It flat has two bedrooms: a master with king bed and bedframe, and a regular double and bedframe in the second bedroom.<br /><br />There is a further double bed in the common areas.<br /><br />The full apartment is situated through the main entrance, along a small cobbled path and is access through a private front door of a courtyard garden on ground floor.<br /><br />Ivo will meet you and show you around the apartment.<br /><br />Prenzlauerberg is an attraction in itself, famous for its cafe culture and small galleries on stargarder Str, Arnim Platz ",9459332,David,t,4.0,7.0,t,t,52.55167,13.41475,Entire rental unit,Entire home/apt,6,,2.0,,,1124,3,4,1125,1125,3.0,1125.0,,t,0,0,0,0,268,2,0,4.72,4.82,4.62,4.91,4.87,4.82,4.66,"Legal entity name and Legal form: Leuchselring gmbh <br/>Legal representatives or Trade register number: HRB 178784 B <br/> Entity address: Kugler Str 8, 10439, Berlin, Germany <br/>Listing address: Kugler Str 8, 10439, Berlin, Germany",t,1,1,0,0,3.13
7861,7861,2718380,20241221052002,Lovely Home with 2 balconies,"A beautiful location, bright apartment, 2 balconies and a charming atmosphere, what more do you want! I am more than happy to offer you a 3-room apartment where you can relax and feel at home.",13911315,Anni,f,1.0,3.0,t,f,52.52822,13.39419,Entire condo,Entire home/apt,6,,2.0,,,1124,92,92,1124,1124,92.0,1124.0,,f,0,0,0,0,175,0,0,4.85,4.91,4.87,4.96,4.95,4.95,4.59,,f,1,1,0,0,1.35
7867,7867,21605792,20241221052002,Modern and family friendly 3 room city apartment,"Beautiful, modern and very cosy appartment for young families located in the heart of West Berlin. Subway, S-Bahn and bus station just a 2 min. walk away. Only a few meters from the famous Kurfürstendamm. Groceries, drugstores and other shop’s are just around the corner. On top one can find a lot of beautiful cafe’s and restaurant just in walking distance. The Apartment is very quiet and includes everything a family needs. Kingsizebed, child’s bed, baby cot and sofa bed for 2. All rooms are fully equipped. The apartment also offers a bathroom with bathtub as well as a guest toilet and a beautiful winter garten in front. Just perfect for families with children and babies.",2159758,Julia,f,1.0,1.0,t,t,52.50335,13.30987,Entire rental unit,Entire home/apt,5,,2.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,2,0,0,5.0,4.5,5.0,3.5,5.0,4.5,4.0,,f,1,1,0,0,0.02
7878,7878,900897125768291360,20241221052002,3-room apartment prime location,Enjoy a stylish experience at this centrally-located place.,22244986,Sascha,f,1.0,3.0,t,t,52.51479,13.31301,Entire rental unit,Entire home/apt,5,,2.0,,,365,31,31,365,365,31.0,365.0,,t,0,0,0,0,12,0,0,4.42,4.5,4.75,4.17,4.33,4.42,4.83,04/Z/RA/014042-23,f,1,1,0,0,0.66
7881,7881,791828074434705689,20241221052002,Boxi Studios Berlin,Boxi Studios Berlin offers a home away from home in one of the hippest districts of Berlin. All 48 studios are quietly located in the back building and modernly equipped with everything you need for a carefree stay. Immerse yourself in the vibrant life around Boxhagener Platz. Explore the most beautiful bars & restaurants in the neighborhood or let yourself drift over the flea market on weekends. The fully automated check-in and personal online area offers flexibility around your stay.,489714029,Flo,f,5.0,5.0,t,t,52.51235,13.45584,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,$106.00,90,1,3,999,999,1.0,999.0,,t,17,45,72,294,22,9,0,4.73,4.64,4.73,4.77,4.77,4.68,4.32,"Legal entity name and Legal form: Homaris Boxhagener GmbH <br/>Legal representatives or Trade register number: HRB232642B <br/> Entity address: Brunnenstr. 4, 10119, Berlin, Deutschland <br/>Listing address: Boxhagener Str. 17, 10245, Berlin, Deutschland",t,5,5,0,0,0.92
7883,7883,1014824,20241221052002,Top location - Sweet Kreuzberg 61,Explore from here one of the most exicting european capitals..bars & restaurants as well as public transports all really close available. Find out why Kreuzberg is one of the most loved hotspots of berlin and get to know the famous Bergmannkiez,5583697,Daud,f,1.0,1.0,t,t,52.48985,13.39335,Entire condo,Entire home/apt,5,,3.0,,,30,10,10,1125,1125,10.0,1125.0,,t,0,0,0,0,15,1,0,5.0,5.0,4.93,4.8,5.0,4.87,5.0,02/Z/RA/009152-18,f,1,1,0,0,0.12
7898,7898,1092217786566770086,20241221052002,New 2 room in the heart of Pberg,"Enjoy a stylish experience at this centrally-located home.<br /><br />The modern renovated apartment (2024) is located directly at the metro station Eberswalder Straße / Danziger Straße in the beautiful neighborhood of the famous Prenzlauer Berg district. The apartment has everything you need for your stay. <br /><br />Numerous cafes, restaurants and bars are right outside the front door and in the surrounding streets. It's a very lively and trendy area. <br /><br />The apartment is in the quiet backyard.",562166305,Mhd Yahya,f,8.0,8.0,t,t,52.54068,13.4147,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,$145.00,1125,1,4,1125,1125,4.0,1125.0,,t,7,28,58,250,42,42,5,4.93,4.95,4.9,4.93,4.93,4.93,4.74,"First name and Last name: David Mueller <br/> Contact address: Pappelallee 34, 10437 , Berlin, Berlin <br/>Listing address: Lychener Straße 8, 10437, Berlin, Deutschland ",t,8,8,0,0,4.1
